,cx,cy
0,157.36876640419948,22.589238845144358
1,200.76413793103447,21.721379310344826
2,241.48862115127176,22.610441767068274
3,115.40051020408163,25.401785714285715
4,284.5410094637224,25.463722397476342
5,74.08882521489971,27.28223495702006
6,33.53896103896104,29.85551948051948
7,325.8293216630197,26.88402625820569
8,367.8503740648379,27.581047381546135
9,220.74116305587228,56.265678449258836
10,264.39267015706804,56.359947643979055
11,136.21914357682618,57.51889168765743
12,177.81595881595882,57.08880308880309
13,306.34293193717275,58.11387434554974
14,94.05006765899864,59.54533152909337
15,54.29518855656697,62.04941482444733
16,347.8,59.310077519379846
17,199.08932238193017,91.28336755646818
18,285.15795724465556,90.65914489311164
19,156.57324840764332,91.51380042462846
20,243.7478260869565,91.14347826086957
21,114.15269804822043,93.57060849598163
22,328.0404411764706,92.99632352941177
23,368.45093457943926,94.83995327102804
24,72.62280701754386,95.46491228070175
25,33.545586107091175,98.24602026049205
26,263.9745417515275,126.36558044806517
27,135.24419889502764,127.3403314917127
28,177.74837310195227,126.8470715835141
29,307.6450892857143,125.95089285714286
30,92.88851351351352,129.28716216216216
31,221.43921139101863,127.65169769989048
32,346.059649122807,128.41754385964913
33,52.91694352159468,131.61794019933555
34,198.994005994006,161.55944055944056
35,286.2910891089109,161.87920792079208
36,156.42576204523107,162.88003933136676
37,242.89158878504674,162.29065420560747
38,327.56912209889003,163.5923309788093
39,114.38074398249454,164.04048140043764
40,369.06426155580607,164.64599774520858
41,73.62544589774079,167.0166468489893
42,32.83009079118028,168.22438391699092
43,221.00944287063268,197.88007554296507
44,305.52821011673154,197.76167315175098
45,347.8755274261603,197.50105485232066
46,263.99431279620853,198.97251184834124
47,178.46452223273414,199.04635761589404
48,136.8538283062645,199.2969837587007
49,95.2322738386308,201.0684596577017
50,53.55808383233533,203.02035928143712
51,242.34714003944774,234.04930966469428
52,199.6318732525629,234.0838769804287
53,284.9462962962963,234.01018518518518
54,156.81634712411704,233.98486377396569
55,326.1769722814499,235.1631130063966
56,368.78621495327104,234.83878504672896
57,115.95714285714286,235.075
58,73.91976047904191,236.74011976047905
59,33.30769230769231,240.2234432234432
60,179.11880261927035,268.74368568755847
61,264.4138915318744,268.73263558515697
62,221.56529680365296,269.49954337899544
