,cx,cy
0,410.7299741602067,16.324289405684755
1,501.6197368421053,17.57763157894737
2,457.7158620689655,18.282758620689656
3,238.34580498866214,26.88888888888889
4,161.1256038647343,28.01207729468599
5,83.01566265060241,29.772289156626506
6,201.34113712374582,49.750278706800444
7,124.02411021814007,49.90011481056257
8,523.1362275449102,52.40119760479042
9,41.46655231560892,50.60720411663808
10,290.831955922865,52.01377410468319
11,342.83054626532885,52.10479375696767
12,390.0683760683761,53.673314339981005
13,437.20084566596194,54.848837209302324
14,483.3003412969283,54.10580204778157
15,240.49150743099787,70.27813163481953
16,163.77252747252749,72.87472527472528
17,82.04815573770492,74.26639344262296
18,320.5952380952381,90.25736961451247
19,366.81928934010153,92.35532994923858
20,504.94702602230484,98.03624535315986
21,42.09110396570204,93.48981779206859
22,277.3519781718963,91.34106412005457
23,416.2252931323283,95.75544388609715
24,121.3646477132262,95.4919653893696
25,468.1639784946237,98.39650537634408
26,201.28392246294186,94.93728620296466
27,245.03276450511945,121.0655290102389
28,163.7844129554656,117.63056680161944
29,83.84765177548682,117.84536082474227
30,297.48097251585625,127.34672304439746
31,344.4736363636364,129.98
32,393.37262012692656,134.90389845874887
33,441.45428840716306,138.32139491046183
34,529.7315068493151,142.2730593607306
35,486.50536585365853,140.42341463414635
36,124.41560975609757,139.70048780487804
37,200.5527950310559,141.30434782608697
38,42.63529411764706,140.69411764705882
39,83.55286129970902,161.6372453928225
40,273.0556680161943,164.01214574898785
41,233.85504201680672,166.28046218487395
42,162.775,166.22738095238094
43,318.6624888093107,169.22291853178154
44,366.2085514834206,173.36910994764398
45,417.2090163934426,175.04508196721312
46,464.56625514403294,178.94156378600823
47,509.30928853754943,181.7598814229249
48,46.71772151898734,182.1126582278481
49,122.20990099009902,184.07128712871287
50,199.1837140019861,186.7279046673287
51,83.3131021194605,204.70423892100192
52,244.48033924441017,206.89205859676176
53,160.2632558139535,206.6920930232558
54,292.4543795620438,207.492700729927
55,341.06324472960586,208.42896425297891
56,389.37947494033415,212.65393794749403
57,441.1432337434095,215.9279437609842
58,487.593085106383,220.59929078014184
59,529.9839518555667,223.83650952858576
60,44.80151843817787,223.73861171366593
61,123.15085817524842,227.6784101174345
62,197.55274629468178,229.6355710549259
63,273.6194939081537,245.0224929709466
64,317.23607843137256,247.1835294117647
65,365.39084507042253,248.76408450704224
66,86.26601941747573,247.23495145631068
67,233.5074152542373,248.87923728813558
68,415.1785063752277,252.28233151183971
69,162.1975071907958,251.65963566634707
70,463.13390557939914,256.4884120171674
71,507.44628099173553,260.93904958677683
72,46.80059523809524,267.13392857142856
73,124.72043010752688,271.7155425219941
74,202.6488326848249,274.86186770428014
75,294.70194986072426,284.95357474466107
76,340.12715855573,285.8414442700157
77,249.14880952380952,285.7576530612245
78,390.0739817123857,288.5901911886949
79,439.00409836065575,291.85655737704917
80,87.49334600760456,290.95817490494295
81,486.90388548057257,295.8865030674847
82,164.11327433628318,294.5486725663717
83,530.6398640996603,299.0634201585504
84,126.25350701402806,313.1653306613226
85,46.60697115384615,312.8173076923077
86,205.55589743589744,318.95897435897433
87,266.69313482216705,322.60628618693136
88,315.6859574468085,323.2
89,363.2859424920128,325.82747603833866
90,413.5417362270451,327.3455759599332
91,462.4486652977413,330.8264887063655
92,508.6292016806723,333.3970588235294
93,88.35657370517929,333.3854581673307
94,165.30520034100596,335.6709292412617
