,cx,cy
0,332.56028368794324,20.96375098502758
1,76.31542288557213,21.69950248756219
2,429.6816220880069,21.78688524590164
3,34.102119460500965,24.116570327552985
4,382.8296112489661,23.550868486352357
5,222.1873873873874,51.04684684684685
6,181.5970515970516,53.122031122031125
7,265.5144329896907,53.324742268041234
8,139.7919737919738,55.37428337428337
9,309.26196928635954,56.4706413730804
10,99.58581016299136,58.88974113135187
11,355.48048780487807,58.24715447154472
12,401.025,59.013333333333335
13,58.20729166666667,60.541666666666664
14,246.29971455756422,86.95052331113226
15,284.4630416312659,90.95412064570944
16,207.2490909090909,89.78727272727272
17,165.4014272970562,91.96164139161463
18,330.2177016416845,93.57102069950035
19,123.97295012679628,95.49366018596788
20,421.0026833631485,91.88461538461539
21,375.3534482758621,95.42327586206896
22,83.29464285714286,96.51289682539682
23,41.41685144124168,98.1529933481153
24,250.50729442970822,124.78315649867373
25,435.6949152542373,126.34895314057826
26,304.02596380802515,129.79779701022818
27,150.98287112561175,130.69331158238174
28,196.68218298555377,128.9012841091493
29,349.74767932489453,131.0776371308017
30,393.9337944664032,128.84782608695653
31,107.49357326478149,132.21422450728363
32,66.70536828963795,131.01997503121098
33,19.89607635206787,134.050901378579
34,275.54318181818184,160.73712121212122
35,412.5404339250493,161.36587771203156
36,227.17509727626458,161.09494163424125
37,180.77700077700078,164.37839937839937
38,92.36601859678782,167.60355029585799
39,322.56326530612245,166.25795918367348
40,370.18110236220474,165.11198600174978
41,48.26402640264026,168.67079207920793
42,135.4075785582255,167.09149722735674
43,253.84801247077164,194.68978955572877
44,427.6901017576318,195.79833487511564
45,164.53254437869822,197.6656804733728
46,387.47784200385354,197.9942196531792
47,208.35683202785032,196.73803307223673
48,299.3367088607595,198.50210970464136
49,344.5287456445993,201.2691637630662
50,74.69115191986644,202.7729549248748
51,119.35311004784688,200.7263157894737
52,31.21239837398374,207.83434959349594
53,188.8528099910794,229.7921498661909
54,232.15189873417722,228.59584086799276
55,274.70880149812734,229.1301498127341
56,405.62224554039875,230.02203567681008
57,442.84466019417476,230.3873786407767
58,146.03320158102767,233.4181818181818
59,365.1072796934866,232.8793103448276
60,101.71085409252669,235.7864768683274
61,318.72332015810275,232.98814229249012
62,57.40913604766634,239.97914597815293
63,212.43497757847533,262.1883408071749
64,252.92254901960786,260.4970588235294
65,170.32904884318765,265.44558697515
66,419.61876832844575,264.4692082111437
67,339.06451612903226,264.93199651264166
68,381.3458213256484,266.35446685878964
69,295.21327967806843,263.01408450704224
70,127.40205303678357,269.0025662959795
71,34.99334995843724,273.1487946799667
72,83.45844748858447,273.062100456621
73,273.99174311926606,294.4770642201835
74,234.04869251577998,295.8295761947701
75,315.3524046434494,295.6077943615257
76,192.68583690987126,298.73991416309013
77,436.58653846153845,299.8538461538462
78,356.5214611872146,300.23835616438356
79,396.99896694214874,300.275826446281
80,151.907949790795,301.8326359832636
81,109.10916334661354,305.25099601593627
82,62.60508083140878,307.5119322555812
83,254.93025447690857,329.26672950047123
84,294.28265107212474,329.00194931773876
85,215.2529296875,331.6015625
86,333.736355226642,331.4125809435708
87,175.5980582524272,334.6271844660194
88,373.74471830985914,335.3292253521127
89,414.1144144144144,334.9891891891892
90,134.6523266022827,338.4881474978051
91,89.88951612903226,341.08951612903223
92,43.202181208053695,343.4991610738255
93,275.3929254302103,363.24856596558317
94,237.0662710187933,364.2472799208704
95,313.92660550458714,364.55249745158
96,198.86153846153846,368.85067873303166
97,352.1987000928505,368.28597957288764
98,392.03588748787587,370.07856450048496
99,159.27484333034914,372.3572068039391
100,431.7599629286376,372.30120481927713
101,71.66086298258895,376.82740348221046
102,117.64764267990074,375.30272952853596
103,25.63951473136915,380.10311958405543
104,294.79555555555555,397.2
105,260.17490842490844,399.75457875457874
106,222.12341504649197,403.7785291631445
107,331.42239685658154,401.66502946954813
108,370.36964618249533,404.10893854748605
109,183.92,405.8445454545455
110,408.79397473275026,406.2128279883382
111,143.42700729927006,409.00821167883214
112,100.71760797342192,411.3563122923588
113,54.82898773006135,413.47776073619633
114,301.6678445229682,434.00282685512366
115,347.3695450324977,437.21448467966576
116,253.26816143497757,436.85919282511213
117,211.50234301780694,439.12371134020617
118,388.2088724584103,439.7190388170055
119,428.53478260869565,441.5826086956522
120,170.69406392694063,441.48949771689496
121,128.532618409294,444.25290437890976
122,83.69249011857707,446.32411067193675
123,36.95087719298245,449.0578947368421
124,280.20035149384887,468.60720562390156
125,236.80747126436782,470.4837164750958
126,323.70196813495784,470.10965323336455
127,366.19272727272727,472.99636363636364
128,406.48571428571427,474.3178571428571
129,195.51675126903552,473.1766497461929
130,154.33989266547405,476.51878354203933
131,110.0697074010327,479.12994836488815
132,63.75329236172081,481.3134328358209
133,259.77767354596625,502.1585365853659
134,301.9574074074074,503.3925925925926
135,344.7876269621422,505.8430286241921
136,219.13640824337585,504.6270853778214
137,177.1985446985447,505.83471933471935
138,385.41768579492003,508.0846660395108
139,425.7011400651466,511.1555374592834
140,135.56130268199234,510.91954022988506
141,91.24116260801257,513.5985860172821
142,44.97415185783522,516.815831987076
143,280.40697674418607,536.4108527131783
144,321.6403731976251,537.4045801526718
145,240.66733266733266,536.3236763236763
146,204.13001215066828,537.5042527339003
147,162.21861924686192,538.1192468619247
148,364.4766355140187,541.5878504672897
149,406.44734473447346,545.4752475247525
150,115.39603960396039,545.6570657065706
151,70.60396039603961,548.4068406840684
152,25.883503401360546,553.328231292517
153,260.35721295387634,570.1452404317959
154,301.2012987012987,570.2513914656772
155,223.4223013048636,570.8635824436536
156,343.8859813084112,572.0345794392523
157,140.9044776119403,572.6467661691543
158,185.15444015444015,570.7528957528957
159,385.95046968403074,576.7019641332195
160,97.58902575587906,578.6730123180291
161,428.5957249070632,582.3494423791822
162,52.69158075601374,583.9226804123712
163,280.7544684854186,602.8287864534336
164,240.44287063267234,604.3597733711048
165,322.4373814041746,604.5977229601518
166,202.3562970936491,606.6953713670614
167,365.13309671694765,607.7888198757764
168,163.55867602808425,611.8304914744233
169,121.84035087719299,614.6543859649123
170,408.15209125475286,613.5190114068441
171,77.60375939849624,619.4398496240601
172,34.71482602118003,623.518910741301
173,260.02295684113864,636.7851239669421
174,302.2873345935728,637.1049149338374
175,345.6637168141593,638.5380530973451
176,219.9508506616257,640.2561436672968
177,386.69644405897657,644.6903729401561
178,179.7709923664122,646.5553435114504
179,425.871694417238,650.8383937316356
180,141.1865470852018,652.3775784753363
181,100.87521815008726,654.8211169284468
182,58.64475873544093,657.6821963394343
183,325.5823788546256,671.1118942731277
184,282.57981803143093,670.9751861042183
185,239.81320450885667,674.9685990338164
186,367.26382592928377,675.4224841341795
187,200.69892473118279,678.5298142717497
