,cx,cy
0,86.1308562197092,21.118739903069468
1,403.84541984732823,18.52385496183206
2,132.77214101461738,24.200343938091144
3,582.2083333333334,27.723958333333332
4,177.98514464425332,30.78577013291634
5,355.80788590604027,28.66694630872483
6,310.18878812860675,33.767518549051935
7,533.8439173680183,35.31675592960979
8,223.08215767634854,35.67136929460581
9,266.0167253521127,36.289612676056336
10,483.2094353109364,43.250178699070766
11,434.8343504795118,52.25283347863993
12,58.257663628831814,56.75724937862469
13,107.38825448613377,60.5163132137031
14,386.56592465753425,61.47345890410959
15,152.20478943022295,64.73988439306359
16,562.3223330775135,69.15886415963162
17,197.4138198757764,70.70962732919254
18,336.806856187291,69.65802675585284
19,243.9795584627964,75.60752248569092
20,288.16772655007946,74.0906200317965
21,513.0763138948884,76.70050395968323
22,463.0710545998504,86.52131637995512
23,30.521467603434818,91.47462919594066
24,79.475935828877,95.6951871657754
25,414.9347826086956,95.15539452495975
26,126.64560862865947,100.79121725731895
27,364.81427530954113,103.49599417334305
28,588.2137006701415,104.35219657483246
29,173.4637561779242,105.40444810543657
30,219.07488986784142,110.56211453744493
31,315.85078534031413,108.69371727748691
32,538.9648162627052,110.95543393275997
33,266.6205479452055,114.86780821917809
34,490.7278106508876,120.59541420118343
35,52.33211411850768,131.08558888076078
36,443.6965918536991,128.61263507896925
37,99.03549848942598,135.08836858006043
38,396.3853989813243,135.3446519524618
39,144.97918334667733,140.53642914331465
40,562.2347417840375,143.25727699530518
41,348.97163120567376,144.5328014184397
42,190.15807560137458,146.24742268041237
43,601.3357487922706,150.08937198067633
44,305.9690048939641,150.43393148450244
45,230.05384615384617,151.4346153846154
46,518.8358686949559,153.7902321857486
47,268.630740393627,157.52858481724462
48,473.38793103448273,163.1844827586207
49,22.68032187271397,167.40307242136063
50,71.12759643916914,171.60608308605342
51,424.2062780269058,170.20627802690584
52,117.77994011976048,175.74700598802394
53,376.8253311258278,178.4023178807947
54,163.9448499594485,181.50932684509326
55,548.2506350550381,182.98137171888231
56,331.0709281961471,185.3292469352014
57,206.3330515638208,187.88841927303466
58,248.12595097210482,192.31699070160607
